gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.3,3816,Yes
Male,0,No,No,2,No,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,29.85,5774,Yes
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,225,No
Male,1,No,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,95.1,1345,Yes
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.8,1490,Yes
Male,0,Yes,Yes,13,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.8,6396,No
Male,0,No,No,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),18.95,198,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,76.65,2890,Yes
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.15,3934,Yes
Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.75,1152,No
Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,3071,No
Female,0,No,No,8,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),64.1,4270,No
Male,0,No,No,17,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.65,3751,No
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.1,288,No
Female,0,No,No,26,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,95.85,2125,No
Female,0,No,No,23,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.4,453,No
Female,1,No,No,4,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.75,2754,No
Male,0,No,Yes,29,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.85,4465,No
Female,0,No,No,25,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.05,3913,No
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.95,3670,Yes
Male,0,Yes,No,18,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),49.55,6280,Yes
Male,1,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.85,2908,No
Female,0,Yes,Yes,69,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,46.25,2712,No
Male,0,No,No,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.35,2821,No
Male,0,No,No,19,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.6,719,No
Male,1,No,No,39,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),90.7,2957,No
Male,0,No,No,31,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.4,2733,No
Male,0,Yes,Yes,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.25,3727,No
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,48.8,5286,No
Female,0,Yes,No,64,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),74.35,4029,No
Female,0,No,No,50,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),19.35,70,No
Male,0,Yes,Yes,52,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),68.75,3019,No
Male,0,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),100.2,2338,No
Female,0,No,No,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,20.85,3697,No
Male,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.9,2100,Yes
Female,0,Yes,No,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),19.35,2666,No
Male,0,Yes,No,58,No,Yes,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,45.0,2340,No
Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,81.5,599,Yes
Female,0,Yes,No,51,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.5,515,No
Male,0,Yes,Yes,72,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),48.9,3055,No
Male,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),84.1,3695,Yes
Female,0,No,No,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),19.6,4644,No
Female,0,No,No,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.0,5091,No
Female,0,Yes,No,64,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),81.3,4318,No
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,95.2,3647,No
Male,1,Yes,No,3,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),36.45,6394,Yes
Female,0,Yes,No,71,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,83.3,4836,No
Female,1,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.05,2148,Yes
Female,0,Yes,Yes,58,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.3,303,No
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),89.85,2688,No
Female,0,No,No,8,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.85,3154,Yes
Female,0,Yes,Yes,15,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.8,2363,No
Male,0,Yes,Yes,66,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.65,3139,No
Male,1,No,No,12,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,29.35,3266,No
Male,0,No,No,58,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,19.15,73,No
Female,0,Yes,Yes,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.1,4353,No
Female,1,Yes,No,43,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,55.55,1977,Yes
Female,0,No,No,9,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),80.55,5225,No
Female,0,No,No,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.25,5567,No
Female,0,Yes,Yes,22,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,69.5,897,Yes
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,106.0,3569,No
Female,0,No,No,68,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,25.5,1377,No
Male,0,Yes,No,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.3,4415,Yes
Female,0,No,No,50,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.6,3442,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.25,4561,No
Female,0,Yes,No,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,88.05,5219,No
Male,0,No,Yes,40,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,20.4,6224,No
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,117.6,6139,No
Female,0,No,No,6,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.0,173,No
Female,0,No,No,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19.65,6366,No
Male,0,Yes,No,48,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,70.55,2966,No
Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.85,6395,Yes
Female,0,Yes,Yes,64,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),65.8,3477,No
Female,0,No,No,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,20.05,2925,No
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,2751,No
Female,0,Yes,Yes,41,No,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,35.4,756,No
Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,79.6,3398,No
Male,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.25,2978,No
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),50.45,4228,Yes
Female,0,No,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.45,3588,No
Male,0,No,No,68,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,79.6,4538,No
Female,0,Yes,Yes,24,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24.7,4714,No
Male,0,Yes,No,70,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,77.3,4556,No
Male,0,No,No,3,No,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.75,6469,No
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.9,209,No
Male,0,Yes,No,3,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,29.8,6420,No
Female,0,No,No,7,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.65,4363,Yes
Female,0,No,No,13,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.95,6378,No
Male,0,No,No,7,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.75,745,No
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),56.3,5076,No
Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.25,4619,No
Female,0,No,No,12,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.2,88,Yes
Male,0,Yes,Yes,63,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.55,449,No
Female,0,No,No,15,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.45,522,No
Male,0,Yes,Yes,36,Yes,No,DSL,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),53.65,1541,No
Male,1,Yes,No,4,No,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.9,334,No
Female,0,Yes,Yes,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.7,3846,No
Female,0,No,No,61,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,43.7,2343,No
Male,0,No,No,16,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.3,6275,No
Male,0,Yes,Yes,65,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,19.85,489,No
Female,0,Yes,Yes,26,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,19.65,4187,No
Male,0,No,No,16,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.45,6008,No
Female,0,Yes,No,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,106.55,4759,Yes
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.1,1608,Yes
Male,0,No,Yes,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.45,119,No
Female,0,No,No,19,No,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.7,5572,No
Male,0,No,No,10,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.5,4690,No
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),83.8,1498,Yes
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),55.15,1042,Yes
Female,0,No,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,111.6,6028,No
Male,1,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.65,6231,Yes
Female,0,Yes,Yes,10,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),55.55,4575,No
Male,0,Yes,No,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),20.55,1399,No
Female,1,No,No,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.75,3467,Yes
Male,0,Yes,Yes,17,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),62.1,193,No
Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.5,3174,No
Male,1,No,No,17,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.8,1273,No
Female,1,Yes,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,110.6,5628,No
Male,0,Yes,Yes,61,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,84.9,4404,No
Male,0,No,No,22,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.2,1771,No
Male,0,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.4,2039,No
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.55,3685,No
Male,0,No,No,31,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),78.45,2084,Yes
Female,0,Yes,Yes,68,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.0,4642,No
Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),87.45,2480,Yes
Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,85.8,3766,No
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),91.1,6474,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.75,1579,Yes
Female,0,Yes,Yes,72,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,20.1,852,No
Male,0,Yes,Yes,47,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.05,6450,No
Male,0,Yes,Yes,24,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),74.8,1376,No
Male,0,No,No,65,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,24.8,1060,No
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.85,3405,No
Male,1,Yes,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.35,401,Yes
Male,0,No,No,1,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.7,6059,Yes
Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.25,1789,Yes
Female,0,No,No,34,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.1,3140,No
Female,0,Yes,No,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.4,2523,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.15,2753,Yes
Male,0,Yes,Yes,13,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.0,1794,No
Female,0,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,79.4,4292,No
Male,0,Yes,Yes,23,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,No,Mailed check,57.2,779,No
Male,0,Yes,No,55,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer (automatic),58.6,2664,No
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.8,3973,No
Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,102.5,5024,No
Female,0,Yes,Yes,69,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,20.35,822,No
Male,0,No,No,40,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.9,2923,No
Male,0,Yes,No,67,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,69.2,3954,No
Male,1,No,No,35,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.45,3008,Yes
Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.95,1451,Yes
Female,0,Yes,Yes,13,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.85,2362,No
Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,88.5,3146,No
Female,0,No,No,4,No,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),35.0,640,No
Female,0,Yes,Yes,24,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),55.15,581,No
Female,0,No,No,5,No,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.95,1929,No
Female,0,No,No,5,Yes,No phone service,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.0,3190,No
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.1,5440,Yes
Female,0,Yes,Yes,72,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,80.2,4716,No
Female,0,No,No,24,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,49.3,426,No
Female,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.35,3095,No
Female,0,No,No,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.05,6131,No
Male,0,No,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,117.2,6035,No
Female,0,Yes,Yes,33,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.1,4774,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.6,5448,Yes
Male,0,No,No,31,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),103.45,2662,Yes
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,77.95,2651,Yes
Male,1,Yes,No,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),109.95,5843,No
Male,1,No,No,38,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.75,3158,No
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,2055,No
Female,0,Yes,Yes,48,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.65,3312,No
Female,0,Yes,No,15,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.2,3310,No
Female,0,No,No,25,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,19.9,4410,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),78.45,5910,Yes
Female,0,No,No,48,No,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),44.8,1734,No
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.3,1612,No
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.2,1479,No
Female,0,No,No,37,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,One year,No,Bank transfer (automatic),80.05,2615,No
Male,1,Yes,No,66,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,107.35,5546,No
Female,0,Yes,No,26,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,47.85,355,No
Male,0,Yes,No,63,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,70.8,3774,No
Male,0,No,No,10,No,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),29.5,2203,Yes
Female,0,No,No,2,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.75,850,Yes
Male,1,Yes,No,18,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,59.1,25,No
Female,0,Yes,No,64,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.55,1217,No
Female,1,No,No,9,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.45,5838,Yes
Female,0,No,Yes,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.25,4466,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),75.55,5773,No
Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.65,2934,Yes
Male,1,No,No,38,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,70.15,2144,Yes
Male,0,Yes,No,66,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),95.3,5075,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.25,5506,No
Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),50.3,6341,No
Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.8,4162,Yes
Male,0,Yes,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.85,0,No
